timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
6976000,6976000,0.9942947,0.0073257894,-0.009658933,-0.10597753,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6980000,6980000,0.9943029,0.0071590487,-0.009681546,-0.105908796,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6984000,6984000,0.9943089,0.0070260125,-0.009696325,-0.1058614,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6992000,6992000,0.9943353,0.0069156927,-0.009432358,-0.10564405,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
6996000,6996000,0.99434286,0.0070633795,-0.009424192,-0.10556292,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7000000,7000000,0.99433655,0.0071946816,-0.009504869,-0.10560645,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7004000,7004000,0.9943584,0.007218386,-0.009518331,-0.10539808,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7008000,7008000,0.99439436,0.0072401357,-0.009513934,-0.105056636,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7016000,7016000,0.994386,0.007786028,-0.009393682,-0.10510766,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7020000,7020000,0.99438804,0.007980231,-0.009519347,-0.1050633,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7024000,7024000,0.9943915,0.008113989,-0.009713765,-0.105001464,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7028000,7028000,0.99438584,0.008169357,-0.009767589,-0.105046116,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7032000,7032000,0.99438685,0.00807835,-0.009717982,-0.10504868,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7036000,7036000,0.9943955,0.008023316,-0.009645892,-0.10497741,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7040000,7040000,0.9944114,0.008087291,-0.009626738,-0.10482368,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7044000,7044000,0.9944367,0.008148128,-0.009668531,-0.1045749,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7048000,7048000,0.99445844,0.008140508,-0.009495336,-0.1043841,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7052000,7052000,0.99446684,0.008097089,-0.009246666,-0.10432965,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7056000,7056000,0.9944637,0.008171265,-0.009256497,-0.1043532,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7064000,7064000,0.9944798,0.008281979,-0.0088406755,-0.10422773,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7068000,7068000,0.9944914,0.008089384,-0.008455504,-0.104163386,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7072000,7072000,0.99448884,0.008073335,-0.008217963,-0.1042076,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7076000,7076000,0.99448705,0.008169211,-0.008217455,-0.104218096,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7084000,7084000,0.9944807,0.008221043,-0.008207531,-0.10427514,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7092000,7092000,0.99445695,0.008412799,-0.008364876,-0.10447417,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7096000,7096000,0.9944435,0.008417004,-0.00847553,-0.104592815,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7100000,7100000,0.99442875,0.008541935,-0.008352684,-0.104731515,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7104000,7104000,0.9944291,0.008722472,-0.00805861,-0.10473649,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
7112000,7112000,0.99446785,0.008688884,-0.007794382,-0.10439168,0.9999996,6.9849204e-10,-1.6880224e-09,0.0009506644,1
