timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
437985545,437984537,0.70268476,-0.031868413,-0.014767568,0.71063393,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438035204,438034171,0.7026823,-0.030432526,-0.013136413,0.71073127,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438084853,438083718,0.70269585,-0.029801603,-0.012240532,0.7107606,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438129949,438128801,0.70262533,-0.02864464,-0.011154774,0.7108957,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438184216,438182915,0.7022862,-0.028598156,-0.010212185,0.71124685,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438233569,438232539,0.7021518,-0.027420718,-0.00887187,0.7114439,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438283132,438282085,0.70202893,-0.026651137,-0.007893276,0.71160585,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438337316,438336185,0.7019323,-0.025744138,-0.005850753,0.71175426,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438382398,438381268,0.7019673,-0.025520455,-0.0048951088,0.711735,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438432008,438430906,0.70190185,-0.023944873,-0.0041381298,0.7118591,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438481635,438480452,0.70176965,-0.021956218,-0.0039448645,0.7120546,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438535600,438534552,0.7016144,-0.021039605,-0.0035386488,0.71223736,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438580932,438579635,0.70135236,-0.021576371,-0.002951646,0.71248204,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438630307,438629273,0.70113987,-0.021424184,-0.0029075304,0.71269596,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438684663,438683373,0.70106393,-0.021193326,-0.0021530017,0.7127802,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438734255,438732919,0.7011349,-0.022391362,-0.0006563436,0.7126767,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438783915,438782559,0.7011625,-0.02235379,0.00033612474,0.712651,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438833182,438832102,0.7015471,-0.022175562,0.00066084834,0.7122777,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438882728,438881741,0.7016543,-0.021683734,0.0007369058,0.7121872,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438932602,438931286,0.7017999,-0.020759176,0.0015262904,0.71207,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
438982253,438980924,0.7020754,-0.020251388,0.0016354829,0.7118127,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
439031754,439030469,0.7022283,-0.020652328,0.0031724342,0.71164525,0.99967664,1.2790252e-09,3.6191345e-09,0.025428876,4
